sample_id,participant_id,file_path,duration_seconds
412_text_412_TRANSCRIPT,412,D:\ieee-final-dep\datasets\raw\daic_woz\412_P\412_TRANSCRIPT.csv,
413_text_413_TRANSCRIPT,413,D:\ieee-final-dep\datasets\raw\daic_woz\413_P\413_TRANSCRIPT.csv,
414_text_414_TRANSCRIPT,414,D:\ieee-final-dep\datasets\raw\daic_woz\414_P\414_TRANSCRIPT.csv,
415_text_415_TRANSCRIPT,415,D:\ieee-final-dep\datasets\raw\daic_woz\415_P\415_TRANSCRIPT.csv,
416_text_416_TRANSCRIPT,416,D:\ieee-final-dep\datasets\raw\daic_woz\416_P\416_TRANSCRIPT.csv,
417_text_417_TRANSCRIPT,417,D:\ieee-final-dep\datasets\raw\daic_woz\417_P\417_TRANSCRIPT.csv,
418_text_418_TRANSCRIPT,418,D:\ieee-final-dep\datasets\raw\daic_woz\418_P\418_TRANSCRIPT.csv,
419_text_419_TRANSCRIPT,419,D:\ieee-final-dep\datasets\raw\daic_woz\419_P\419_TRANSCRIPT.csv,
420_text_420_TRANSCRIPT,420,D:\ieee-final-dep\datasets\raw\daic_woz\420_P\420_TRANSCRIPT.csv,
421_text_421_TRANSCRIPT,421,D:\ieee-final-dep\datasets\raw\daic_woz\421_P\421_TRANSCRIPT.csv,
422_text_422_TRANSCRIPT,422,D:\ieee-final-dep\datasets\raw\daic_woz\422_P\422_TRANSCRIPT.csv,
423_text_423_TRANSCRIPT,423,D:\ieee-final-dep\datasets\raw\daic_woz\423_P\423_TRANSCRIPT.csv,
424_text_424_TRANSCRIPT,424,D:\ieee-final-dep\datasets\raw\daic_woz\424_P\424_TRANSCRIPT.csv,
425_text_425_TRANSCRIPT,425,D:\ieee-final-dep\datasets\raw\daic_woz\425_P\425_TRANSCRIPT.csv,
426_text_426_TRANSCRIPT,426,D:\ieee-final-dep\datasets\raw\daic_woz\426_P\426_TRANSCRIPT.csv,
427_text_427_TRANSCRIPT,427,D:\ieee-final-dep\datasets\raw\daic_woz\427_P\427_TRANSCRIPT.csv,
428_text_428_TRANSCRIPT,428,D:\ieee-final-dep\datasets\raw\daic_woz\428_P\428_TRANSCRIPT.csv,
429_text_429_TRANSCRIPT,429,D:\ieee-final-dep\datasets\raw\daic_woz\429_P\429_TRANSCRIPT.csv,
430_text_430_TRANSCRIPT,430,D:\ieee-final-dep\datasets\raw\daic_woz\430_P\430_TRANSCRIPT.csv,
431_text_431_TRANSCRIPT,431,D:\ieee-final-dep\datasets\raw\daic_woz\431_P\431_TRANSCRIPT.csv,
432_text_432_TRANSCRIPT,432,D:\ieee-final-dep\datasets\raw\daic_woz\432_P\432_TRANSCRIPT.csv,
433_text_433_TRANSCRIPT,433,D:\ieee-final-dep\datasets\raw\daic_woz\433_P\433_TRANSCRIPT.csv,
434_text_434_TRANSCRIPT,434,D:\ieee-final-dep\datasets\raw\daic_woz\434_P\434_TRANSCRIPT.csv,
435_text_435_TRANSCRIPT,435,D:\ieee-final-dep\datasets\raw\daic_woz\435_P\435_TRANSCRIPT.csv,
436_text_436_TRANSCRIPT,436,D:\ieee-final-dep\datasets\raw\daic_woz\436_P\436_TRANSCRIPT.csv,
437_text_437_TRANSCRIPT,437,D:\ieee-final-dep\datasets\raw\daic_woz\437_P\437_TRANSCRIPT.csv,
438_text_438_TRANSCRIPT,438,D:\ieee-final-dep\datasets\raw\daic_woz\438_P\438_TRANSCRIPT.csv,
439_text_439_TRANSCRIPT,439,D:\ieee-final-dep\datasets\raw\daic_woz\439_P\439_TRANSCRIPT.csv,
441_text_441_TRANSCRIPT,441,D:\ieee-final-dep\datasets\raw\daic_woz\441_P\441_TRANSCRIPT.csv,
442_text_442_TRANSCRIPT,442,D:\ieee-final-dep\datasets\raw\daic_woz\442_P\442_TRANSCRIPT.csv,
443_text_443_TRANSCRIPT,443,D:\ieee-final-dep\datasets\raw\daic_woz\443_P\443_TRANSCRIPT.csv,
444_text_444_TRANSCRIPT,444,D:\ieee-final-dep\datasets\raw\daic_woz\444_P\444_TRANSCRIPT.csv,
445_text_445_TRANSCRIPT,445,D:\ieee-final-dep\datasets\raw\daic_woz\445_P\445_TRANSCRIPT.csv,
446_text_446_TRANSCRIPT,446,D:\ieee-final-dep\datasets\raw\daic_woz\446_P\446_TRANSCRIPT.csv,
447_text_447_TRANSCRIPT,447,D:\ieee-final-dep\datasets\raw\daic_woz\447_P\447_TRANSCRIPT.csv,
448_text_448_TRANSCRIPT,448,D:\ieee-final-dep\datasets\raw\daic_woz\448_P\448_TRANSCRIPT.csv,
449_text_449_TRANSCRIPT,449,D:\ieee-final-dep\datasets\raw\daic_woz\449_P\449_TRANSCRIPT.csv,
450_text_450_TRANSCRIPT,450,D:\ieee-final-dep\datasets\raw\daic_woz\450_P\450_TRANSCRIPT.csv,
451_text_451_TRANSCRIPT,451,D:\ieee-final-dep\datasets\raw\daic_woz\451_P\451_TRANSCRIPT.csv,
452_text_452_TRANSCRIPT,452,D:\ieee-final-dep\datasets\raw\daic_woz\452_P\452_TRANSCRIPT.csv,
453_text_453_TRANSCRIPT,453,D:\ieee-final-dep\datasets\raw\daic_woz\453_P\453_TRANSCRIPT.csv,
454_text_454_TRANSCRIPT,454,D:\ieee-final-dep\datasets\raw\daic_woz\454_P\454_TRANSCRIPT.csv,
455_text_455_TRANSCRIPT,455,D:\ieee-final-dep\datasets\raw\daic_woz\455_P\455_TRANSCRIPT.csv,
456_text_456_TRANSCRIPT,456,D:\ieee-final-dep\datasets\raw\daic_woz\456_P\456_TRANSCRIPT.csv,
457_text_457_TRANSCRIPT,457,D:\ieee-final-dep\datasets\raw\daic_woz\457_P\457_TRANSCRIPT.csv,
458_text_458_TRANSCRIPT,458,D:\ieee-final-dep\datasets\raw\daic_woz\458_P\458_TRANSCRIPT.csv,
459_text_459_TRANSCRIPT,459,D:\ieee-final-dep\datasets\raw\daic_woz\459_P\459_TRANSCRIPT.csv,
461_text_461_TRANSCRIPT,461,D:\ieee-final-dep\datasets\raw\daic_woz\461_P\461_TRANSCRIPT.csv,
462_text_462_TRANSCRIPT,462,D:\ieee-final-dep\datasets\raw\daic_woz\462_P\462_TRANSCRIPT.csv,
463_text_463_TRANSCRIPT,463,D:\ieee-final-dep\datasets\raw\daic_woz\463_P\463_TRANSCRIPT.csv,
464_text_464_TRANSCRIPT,464,D:\ieee-final-dep\datasets\raw\daic_woz\464_P\464_TRANSCRIPT.csv,
465_text_465_TRANSCRIPT,465,D:\ieee-final-dep\datasets\raw\daic_woz\465_P\465_TRANSCRIPT.csv,
466_text_466_TRANSCRIPT,466,D:\ieee-final-dep\datasets\raw\daic_woz\466_P\466_TRANSCRIPT.csv,
467_text_467_TRANSCRIPT,467,D:\ieee-final-dep\datasets\raw\daic_woz\467_P\467_TRANSCRIPT.csv,
468_text_468_TRANSCRIPT,468,D:\ieee-final-dep\datasets\raw\daic_woz\468_P\468_TRANSCRIPT.csv,
469_text_469_TRANSCRIPT,469,D:\ieee-final-dep\datasets\raw\daic_woz\469_P\469_TRANSCRIPT.csv,
470_text_470_TRANSCRIPT,470,D:\ieee-final-dep\datasets\raw\daic_woz\470_P\470_TRANSCRIPT.csv,
471_text_471_TRANSCRIPT,471,D:\ieee-final-dep\datasets\raw\daic_woz\471_P\471_TRANSCRIPT.csv,
472_text_472_TRANSCRIPT,472,D:\ieee-final-dep\datasets\raw\daic_woz\472_P\472_TRANSCRIPT.csv,
473_text_473_TRANSCRIPT,473,D:\ieee-final-dep\datasets\raw\daic_woz\473_P\473_TRANSCRIPT.csv,
474_text_474_TRANSCRIPT,474,D:\ieee-final-dep\datasets\raw\daic_woz\474_P\474_TRANSCRIPT.csv,
475_text_475_TRANSCRIPT,475,D:\ieee-final-dep\datasets\raw\daic_woz\475_P\475_TRANSCRIPT.csv,
476_text_476_TRANSCRIPT,476,D:\ieee-final-dep\datasets\raw\daic_woz\476_P\476_TRANSCRIPT.csv,
477_text_477_TRANSCRIPT,477,D:\ieee-final-dep\datasets\raw\daic_woz\477_P\477_TRANSCRIPT.csv,
478_text_478_TRANSCRIPT,478,D:\ieee-final-dep\datasets\raw\daic_woz\478_P\478_TRANSCRIPT.csv,
479_text_479_TRANSCRIPT,479,D:\ieee-final-dep\datasets\raw\daic_woz\479_P\479_TRANSCRIPT.csv,
480_text_480_TRANSCRIPT,480,D:\ieee-final-dep\datasets\raw\daic_woz\480_P\480_TRANSCRIPT.csv,
481_text_481_TRANSCRIPT,481,D:\ieee-final-dep\datasets\raw\daic_woz\481_P\481_TRANSCRIPT.csv,
482_text_482_TRANSCRIPT,482,D:\ieee-final-dep\datasets\raw\daic_woz\482_P\482_TRANSCRIPT.csv,
483_text_483_TRANSCRIPT,483,D:\ieee-final-dep\datasets\raw\daic_woz\483_P\483_TRANSCRIPT.csv,
484_text_484_TRANSCRIPT,484,D:\ieee-final-dep\datasets\raw\daic_woz\484_P\484_TRANSCRIPT.csv,
485_text_485_TRANSCRIPT,485,D:\ieee-final-dep\datasets\raw\daic_woz\485_P\485_TRANSCRIPT.csv,
486_text_486_TRANSCRIPT,486,D:\ieee-final-dep\datasets\raw\daic_woz\486_P\486_TRANSCRIPT.csv,
487_text_487_TRANSCRIPT,487,D:\ieee-final-dep\datasets\raw\daic_woz\487_P\487_TRANSCRIPT.csv,
488_text_488_TRANSCRIPT,488,D:\ieee-final-dep\datasets\raw\daic_woz\488_P\488_TRANSCRIPT.csv,
489_text_489_TRANSCRIPT,489,D:\ieee-final-dep\datasets\raw\daic_woz\489_P\489_TRANSCRIPT.csv,
490_text_490_TRANSCRIPT,490,D:\ieee-final-dep\datasets\raw\daic_woz\490_P\490_TRANSCRIPT.csv,
491_text_491_TRANSCRIPT,491,D:\ieee-final-dep\datasets\raw\daic_woz\491_P\491_TRANSCRIPT.csv,
492_text_492_TRANSCRIPT,492,D:\ieee-final-dep\datasets\raw\daic_woz\492_P\492_TRANSCRIPT.csv,
