sample_id,participant_id,file_path,duration_seconds
355_audio_355_AUDIO,355,D:\ieee-final-dep\datasets\raw\daic_woz\355_P\355_AUDIO.wav,
356_audio_356_AUDIO,356,D:\ieee-final-dep\datasets\raw\daic_woz\356_P\356_AUDIO.wav,
357_audio_357_AUDIO,357,D:\ieee-final-dep\datasets\raw\daic_woz\357_P\357_AUDIO.wav,
358_audio_358_AUDIO,358,D:\ieee-final-dep\datasets\raw\daic_woz\358_P\358_AUDIO.wav,
359_audio_359_AUDIO,359,D:\ieee-final-dep\datasets\raw\daic_woz\359_P\359_AUDIO.wav,
360_audio_360_AUDIO,360,D:\ieee-final-dep\datasets\raw\daic_woz\360_P\360_AUDIO.wav,
361_audio_361_AUDIO,361,D:\ieee-final-dep\datasets\raw\daic_woz\361_P\361_AUDIO.wav,
362_audio_362_AUDIO,362,D:\ieee-final-dep\datasets\raw\daic_woz\362_P\362_AUDIO.wav,
363_audio_363_AUDIO,363,D:\ieee-final-dep\datasets\raw\daic_woz\363_P\363_AUDIO.wav,
364_audio_364_AUDIO,364,D:\ieee-final-dep\datasets\raw\daic_woz\364_P\364_AUDIO.wav,
365_audio_365_AUDIO,365,D:\ieee-final-dep\datasets\raw\daic_woz\365_P\365_AUDIO.wav,
366_audio_366_AUDIO,366,D:\ieee-final-dep\datasets\raw\daic_woz\366_P\366_AUDIO.wav,
367_audio_367_AUDIO,367,D:\ieee-final-dep\datasets\raw\daic_woz\367_P\367_AUDIO.wav,
368_audio_368_AUDIO,368,D:\ieee-final-dep\datasets\raw\daic_woz\368_P\368_AUDIO.wav,
369_audio_369_AUDIO,369,D:\ieee-final-dep\datasets\raw\daic_woz\369_P\369_AUDIO.wav,
370_audio_370_AUDIO,370,D:\ieee-final-dep\datasets\raw\daic_woz\370_P\370_AUDIO.wav,
371_audio_371_AUDIO,371,D:\ieee-final-dep\datasets\raw\daic_woz\371_P\371_AUDIO.wav,
372_audio_372_AUDIO,372,D:\ieee-final-dep\datasets\raw\daic_woz\372_P\372_AUDIO.wav,
373_audio_373_AUDIO,373,D:\ieee-final-dep\datasets\raw\daic_woz\373_P\373_AUDIO.wav,
374_audio_374_AUDIO,374,D:\ieee-final-dep\datasets\raw\daic_woz\374_P\374_AUDIO.wav,
375_audio_375_AUDIO,375,D:\ieee-final-dep\datasets\raw\daic_woz\375_P\375_AUDIO.wav,
376_audio_376_AUDIO,376,D:\ieee-final-dep\datasets\raw\daic_woz\376_P\376_AUDIO.wav,
377_audio_377_AUDIO,377,D:\ieee-final-dep\datasets\raw\daic_woz\377_P\377_AUDIO.wav,
378_audio_378_AUDIO,378,D:\ieee-final-dep\datasets\raw\daic_woz\378_P\378_AUDIO.wav,
379_audio_379_AUDIO,379,D:\ieee-final-dep\datasets\raw\daic_woz\379_P\379_AUDIO.wav,
380_audio_380_AUDIO,380,D:\ieee-final-dep\datasets\raw\daic_woz\380_P\380_AUDIO.wav,
381_audio_381_AUDIO,381,D:\ieee-final-dep\datasets\raw\daic_woz\381_P\381_AUDIO.wav,
382_audio_382_AUDIO,382,D:\ieee-final-dep\datasets\raw\daic_woz\382_P\382_AUDIO.wav,
383_audio_383_AUDIO,383,D:\ieee-final-dep\datasets\raw\daic_woz\383_P\383_AUDIO.wav,
384_audio_384_AUDIO,384,D:\ieee-final-dep\datasets\raw\daic_woz\384_P\384_AUDIO.wav,
385_audio_385_AUDIO,385,D:\ieee-final-dep\datasets\raw\daic_woz\385_P\385_AUDIO.wav,
386_audio_386_AUDIO,386,D:\ieee-final-dep\datasets\raw\daic_woz\386_P\386_AUDIO.wav,
387_audio_387_AUDIO,387,D:\ieee-final-dep\datasets\raw\daic_woz\387_P\387_AUDIO.wav,
388_audio_388_AUDIO,388,D:\ieee-final-dep\datasets\raw\daic_woz\388_P\388_AUDIO.wav,
389_audio_389_AUDIO,389,D:\ieee-final-dep\datasets\raw\daic_woz\389_P\389_AUDIO.wav,
390_audio_390_AUDIO,390,D:\ieee-final-dep\datasets\raw\daic_woz\390_P\390_AUDIO.wav,
391_audio_391_AUDIO,391,D:\ieee-final-dep\datasets\raw\daic_woz\391_P\391_AUDIO.wav,
392_audio_392_AUDIO,392,D:\ieee-final-dep\datasets\raw\daic_woz\392_P\392_AUDIO.wav,
393_audio_393_AUDIO,393,D:\ieee-final-dep\datasets\raw\daic_woz\393_P\393_AUDIO.wav,
395_audio_395_AUDIO,395,D:\ieee-final-dep\datasets\raw\daic_woz\395_P\395_AUDIO.wav,
397_audio_397_AUDIO,397,D:\ieee-final-dep\datasets\raw\daic_woz\397_P\397_AUDIO.wav,
399_audio_399_AUDIO,399,D:\ieee-final-dep\datasets\raw\daic_woz\399_P\399_AUDIO.wav,
400_audio_400_AUDIO,400,D:\ieee-final-dep\datasets\raw\daic_woz\400_P\400_AUDIO.wav,
401_audio_401_AUDIO,401,D:\ieee-final-dep\datasets\raw\daic_woz\401_P\401_AUDIO.wav,
402_audio_402_AUDIO,402,D:\ieee-final-dep\datasets\raw\daic_woz\402_P\402_AUDIO.wav,
403_audio_403_AUDIO,403,D:\ieee-final-dep\datasets\raw\daic_woz\403_P\403_AUDIO.wav,
404_audio_404_AUDIO,404,D:\ieee-final-dep\datasets\raw\daic_woz\404_P\404_AUDIO.wav,
405_audio_405_AUDIO,405,D:\ieee-final-dep\datasets\raw\daic_woz\405_P\405_AUDIO.wav,
406_audio_406_AUDIO,406,D:\ieee-final-dep\datasets\raw\daic_woz\406_P\406_AUDIO.wav,
407_audio_407_AUDIO,407,D:\ieee-final-dep\datasets\raw\daic_woz\407_P\407_AUDIO.wav,
408_audio_408_AUDIO,408,D:\ieee-final-dep\datasets\raw\daic_woz\408_P\408_AUDIO.wav,
409_audio_409_AUDIO,409,D:\ieee-final-dep\datasets\raw\daic_woz\409_P\409_AUDIO.wav,
410_audio_410_AUDIO,410,D:\ieee-final-dep\datasets\raw\daic_woz\410_P\410_AUDIO.wav,
411_audio_411_AUDIO,411,D:\ieee-final-dep\datasets\raw\daic_woz\411_P\411_AUDIO.wav,
412_audio_412_AUDIO,412,D:\ieee-final-dep\datasets\raw\daic_woz\412_P\412_AUDIO.wav,
413_audio_413_AUDIO,413,D:\ieee-final-dep\datasets\raw\daic_woz\413_P\413_AUDIO.wav,
414_audio_414_AUDIO,414,D:\ieee-final-dep\datasets\raw\daic_woz\414_P\414_AUDIO.wav,
415_audio_415_AUDIO,415,D:\ieee-final-dep\datasets\raw\daic_woz\415_P\415_AUDIO.wav,
416_audio_416_AUDIO,416,D:\ieee-final-dep\datasets\raw\daic_woz\416_P\416_AUDIO.wav,
417_audio_417_AUDIO,417,D:\ieee-final-dep\datasets\raw\daic_woz\417_P\417_AUDIO.wav,
418_audio_418_AUDIO,418,D:\ieee-final-dep\datasets\raw\daic_woz\418_P\418_AUDIO.wav,
419_audio_419_AUDIO,419,D:\ieee-final-dep\datasets\raw\daic_woz\419_P\419_AUDIO.wav,
420_audio_420_AUDIO,420,D:\ieee-final-dep\datasets\raw\daic_woz\420_P\420_AUDIO.wav,
421_audio_421_AUDIO,421,D:\ieee-final-dep\datasets\raw\daic_woz\421_P\421_AUDIO.wav,
422_audio_422_AUDIO,422,D:\ieee-final-dep\datasets\raw\daic_woz\422_P\422_AUDIO.wav,
423_audio_423_AUDIO,423,D:\ieee-final-dep\datasets\raw\daic_woz\423_P\423_AUDIO.wav,
424_audio_424_AUDIO,424,D:\ieee-final-dep\datasets\raw\daic_woz\424_P\424_AUDIO.wav,
425_audio_425_AUDIO,425,D:\ieee-final-dep\datasets\raw\daic_woz\425_P\425_AUDIO.wav,
426_audio_426_AUDIO,426,D:\ieee-final-dep\datasets\raw\daic_woz\426_P\426_AUDIO.wav,
427_audio_427_AUDIO,427,D:\ieee-final-dep\datasets\raw\daic_woz\427_P\427_AUDIO.wav,
428_audio_428_AUDIO,428,D:\ieee-final-dep\datasets\raw\daic_woz\428_P\428_AUDIO.wav,
429_audio_429_AUDIO,429,D:\ieee-final-dep\datasets\raw\daic_woz\429_P\429_AUDIO.wav,
430_audio_430_AUDIO,430,D:\ieee-final-dep\datasets\raw\daic_woz\430_P\430_AUDIO.wav,
431_audio_431_AUDIO,431,D:\ieee-final-dep\datasets\raw\daic_woz\431_P\431_AUDIO.wav,
432_audio_432_AUDIO,432,D:\ieee-final-dep\datasets\raw\daic_woz\432_P\432_AUDIO.wav,
433_audio_433_AUDIO,433,D:\ieee-final-dep\datasets\raw\daic_woz\433_P\433_AUDIO.wav,
434_audio_434_AUDIO,434,D:\ieee-final-dep\datasets\raw\daic_woz\434_P\434_AUDIO.wav,
435_audio_435_AUDIO,435,D:\ieee-final-dep\datasets\raw\daic_woz\435_P\435_AUDIO.wav,
436_audio_436_AUDIO,436,D:\ieee-final-dep\datasets\raw\daic_woz\436_P\436_AUDIO.wav,
437_audio_437_AUDIO,437,D:\ieee-final-dep\datasets\raw\daic_woz\437_P\437_AUDIO.wav,
438_audio_438_AUDIO,438,D:\ieee-final-dep\datasets\raw\daic_woz\438_P\438_AUDIO.wav,
439_audio_439_AUDIO,439,D:\ieee-final-dep\datasets\raw\daic_woz\439_P\439_AUDIO.wav,
441_audio_441_AUDIO,441,D:\ieee-final-dep\datasets\raw\daic_woz\441_P\441_AUDIO.wav,
442_audio_442_AUDIO,442,D:\ieee-final-dep\datasets\raw\daic_woz\442_P\442_AUDIO.wav,
443_audio_443_AUDIO,443,D:\ieee-final-dep\datasets\raw\daic_woz\443_P\443_AUDIO.wav,
444_audio_444_AUDIO,444,D:\ieee-final-dep\datasets\raw\daic_woz\444_P\444_AUDIO.wav,
445_audio_445_AUDIO,445,D:\ieee-final-dep\datasets\raw\daic_woz\445_P\445_AUDIO.wav,
446_audio_446_AUDIO,446,D:\ieee-final-dep\datasets\raw\daic_woz\446_P\446_AUDIO.wav,
447_audio_447_AUDIO,447,D:\ieee-final-dep\datasets\raw\daic_woz\447_P\447_AUDIO.wav,
448_audio_448_AUDIO,448,D:\ieee-final-dep\datasets\raw\daic_woz\448_P\448_AUDIO.wav,
449_audio_449_AUDIO,449,D:\ieee-final-dep\datasets\raw\daic_woz\449_P\449_AUDIO.wav,
450_audio_450_AUDIO,450,D:\ieee-final-dep\datasets\raw\daic_woz\450_P\450_AUDIO.wav,
451_audio_451_AUDIO,451,D:\ieee-final-dep\datasets\raw\daic_woz\451_P\451_AUDIO.wav,
452_audio_452_AUDIO,452,D:\ieee-final-dep\datasets\raw\daic_woz\452_P\452_AUDIO.wav,
453_audio_453_AUDIO,453,D:\ieee-final-dep\datasets\raw\daic_woz\453_P\453_AUDIO.wav,
454_audio_454_AUDIO,454,D:\ieee-final-dep\datasets\raw\daic_woz\454_P\454_AUDIO.wav,
455_audio_455_AUDIO,455,D:\ieee-final-dep\datasets\raw\daic_woz\455_P\455_AUDIO.wav,
456_audio_456_AUDIO,456,D:\ieee-final-dep\datasets\raw\daic_woz\456_P\456_AUDIO.wav,
457_audio_457_AUDIO,457,D:\ieee-final-dep\datasets\raw\daic_woz\457_P\457_AUDIO.wav,
458_audio_458_AUDIO,458,D:\ieee-final-dep\datasets\raw\daic_woz\458_P\458_AUDIO.wav,
459_audio_459_AUDIO,459,D:\ieee-final-dep\datasets\raw\daic_woz\459_P\459_AUDIO.wav,
461_audio_461_AUDIO,461,D:\ieee-final-dep\datasets\raw\daic_woz\461_P\461_AUDIO.wav,
462_audio_462_AUDIO,462,D:\ieee-final-dep\datasets\raw\daic_woz\462_P\462_AUDIO.wav,
463_audio_463_AUDIO,463,D:\ieee-final-dep\datasets\raw\daic_woz\463_P\463_AUDIO.wav,
464_audio_464_AUDIO,464,D:\ieee-final-dep\datasets\raw\daic_woz\464_P\464_AUDIO.wav,
465_audio_465_AUDIO,465,D:\ieee-final-dep\datasets\raw\daic_woz\465_P\465_AUDIO.wav,
466_audio_466_AUDIO,466,D:\ieee-final-dep\datasets\raw\daic_woz\466_P\466_AUDIO.wav,
467_audio_467_AUDIO,467,D:\ieee-final-dep\datasets\raw\daic_woz\467_P\467_AUDIO.wav,
468_audio_468_AUDIO,468,D:\ieee-final-dep\datasets\raw\daic_woz\468_P\468_AUDIO.wav,
469_audio_469_AUDIO,469,D:\ieee-final-dep\datasets\raw\daic_woz\469_P\469_AUDIO.wav,
470_audio_470_AUDIO,470,D:\ieee-final-dep\datasets\raw\daic_woz\470_P\470_AUDIO.wav,
471_audio_471_AUDIO,471,D:\ieee-final-dep\datasets\raw\daic_woz\471_P\471_AUDIO.wav,
472_audio_472_AUDIO,472,D:\ieee-final-dep\datasets\raw\daic_woz\472_P\472_AUDIO.wav,
473_audio_473_AUDIO,473,D:\ieee-final-dep\datasets\raw\daic_woz\473_P\473_AUDIO.wav,
474_audio_474_AUDIO,474,D:\ieee-final-dep\datasets\raw\daic_woz\474_P\474_AUDIO.wav,
475_audio_475_AUDIO,475,D:\ieee-final-dep\datasets\raw\daic_woz\475_P\475_AUDIO.wav,
476_audio_476_AUDIO,476,D:\ieee-final-dep\datasets\raw\daic_woz\476_P\476_AUDIO.wav,
477_audio_477_AUDIO,477,D:\ieee-final-dep\datasets\raw\daic_woz\477_P\477_AUDIO.wav,
478_audio_478_AUDIO,478,D:\ieee-final-dep\datasets\raw\daic_woz\478_P\478_AUDIO.wav,
479_audio_479_AUDIO,479,D:\ieee-final-dep\datasets\raw\daic_woz\479_P\479_AUDIO.wav,
480_audio_480_AUDIO,480,D:\ieee-final-dep\datasets\raw\daic_woz\480_P\480_AUDIO.wav,
481_audio_481_AUDIO,481,D:\ieee-final-dep\datasets\raw\daic_woz\481_P\481_AUDIO.wav,
482_audio_482_AUDIO,482,D:\ieee-final-dep\datasets\raw\daic_woz\482_P\482_AUDIO.wav,
483_audio_483_AUDIO,483,D:\ieee-final-dep\datasets\raw\daic_woz\483_P\483_AUDIO.wav,
484_audio_484_AUDIO,484,D:\ieee-final-dep\datasets\raw\daic_woz\484_P\484_AUDIO.wav,
485_audio_485_AUDIO,485,D:\ieee-final-dep\datasets\raw\daic_woz\485_P\485_AUDIO.wav,
486_audio_486_AUDIO,486,D:\ieee-final-dep\datasets\raw\daic_woz\486_P\486_AUDIO.wav,
487_audio_487_AUDIO,487,D:\ieee-final-dep\datasets\raw\daic_woz\487_P\487_AUDIO.wav,
488_audio_488_AUDIO,488,D:\ieee-final-dep\datasets\raw\daic_woz\488_P\488_AUDIO.wav,
489_audio_489_AUDIO,489,D:\ieee-final-dep\datasets\raw\daic_woz\489_P\489_AUDIO.wav,
490_audio_490_AUDIO,490,D:\ieee-final-dep\datasets\raw\daic_woz\490_P\490_AUDIO.wav,
491_audio_491_AUDIO,491,D:\ieee-final-dep\datasets\raw\daic_woz\491_P\491_AUDIO.wav,
492_audio_492_AUDIO,492,D:\ieee-final-dep\datasets\raw\daic_woz\492_P\492_AUDIO.wav,
0_audio,0,D:\ieee-final-dep\datasets\raw\dvlog\0\0_acoustic.npy,
1_audio,1,D:\ieee-final-dep\datasets\raw\dvlog\1\1_acoustic.npy,
10_audio,10,D:\ieee-final-dep\datasets\raw\dvlog\10\10_acoustic.npy,
100_audio,100,D:\ieee-final-dep\datasets\raw\dvlog\100\100_acoustic.npy,
101_audio,101,D:\ieee-final-dep\datasets\raw\dvlog\101\101_acoustic.npy,
102_audio,102,D:\ieee-final-dep\datasets\raw\dvlog\102\102_acoustic.npy,
103_audio,103,D:\ieee-final-dep\datasets\raw\dvlog\103\103_acoustic.npy,
104_audio,104,D:\ieee-final-dep\datasets\raw\dvlog\104\104_acoustic.npy,
105_audio,105,D:\ieee-final-dep\datasets\raw\dvlog\105\105_acoustic.npy,
106_audio,106,D:\ieee-final-dep\datasets\raw\dvlog\106\106_acoustic.npy,
107_audio,107,D:\ieee-final-dep\datasets\raw\dvlog\107\107_acoustic.npy,
108_audio,108,D:\ieee-final-dep\datasets\raw\dvlog\108\108_acoustic.npy,
109_audio,109,D:\ieee-final-dep\datasets\raw\dvlog\109\109_acoustic.npy,
11_audio,11,D:\ieee-final-dep\datasets\raw\dvlog\11\11_acoustic.npy,
110_audio,110,D:\ieee-final-dep\datasets\raw\dvlog\110\110_acoustic.npy,
111_audio,111,D:\ieee-final-dep\datasets\raw\dvlog\111\111_acoustic.npy,
112_audio,112,D:\ieee-final-dep\datasets\raw\dvlog\112\112_acoustic.npy,
113_audio,113,D:\ieee-final-dep\datasets\raw\dvlog\113\113_acoustic.npy,
114_audio,114,D:\ieee-final-dep\datasets\raw\dvlog\114\114_acoustic.npy,
115_audio,115,D:\ieee-final-dep\datasets\raw\dvlog\115\115_acoustic.npy,
116_audio,116,D:\ieee-final-dep\datasets\raw\dvlog\116\116_acoustic.npy,
117_audio,117,D:\ieee-final-dep\datasets\raw\dvlog\117\117_acoustic.npy,
118_audio,118,D:\ieee-final-dep\datasets\raw\dvlog\118\118_acoustic.npy,
119_audio,119,D:\ieee-final-dep\datasets\raw\dvlog\119\119_acoustic.npy,
12_audio,12,D:\ieee-final-dep\datasets\raw\dvlog\12\12_acoustic.npy,
120_audio,120,D:\ieee-final-dep\datasets\raw\dvlog\120\120_acoustic.npy,
121_audio,121,D:\ieee-final-dep\datasets\raw\dvlog\121\121_acoustic.npy,
122_audio,122,D:\ieee-final-dep\datasets\raw\dvlog\122\122_acoustic.npy,
123_audio,123,D:\ieee-final-dep\datasets\raw\dvlog\123\123_acoustic.npy,
124_audio,124,D:\ieee-final-dep\datasets\raw\dvlog\124\124_acoustic.npy,
125_audio,125,D:\ieee-final-dep\datasets\raw\dvlog\125\125_acoustic.npy,
126_audio,126,D:\ieee-final-dep\datasets\raw\dvlog\126\126_acoustic.npy,
127_audio,127,D:\ieee-final-dep\datasets\raw\dvlog\127\127_acoustic.npy,
128_audio,128,D:\ieee-final-dep\datasets\raw\dvlog\128\128_acoustic.npy,
129_audio,129,D:\ieee-final-dep\datasets\raw\dvlog\129\129_acoustic.npy,
13_audio,13,D:\ieee-final-dep\datasets\raw\dvlog\13\13_acoustic.npy,
130_audio,130,D:\ieee-final-dep\datasets\raw\dvlog\130\130_acoustic.npy,
131_audio,131,D:\ieee-final-dep\datasets\raw\dvlog\131\131_acoustic.npy,
132_audio,132,D:\ieee-final-dep\datasets\raw\dvlog\132\132_acoustic.npy,
133_audio,133,D:\ieee-final-dep\datasets\raw\dvlog\133\133_acoustic.npy,
134_audio,134,D:\ieee-final-dep\datasets\raw\dvlog\134\134_acoustic.npy,
135_audio,135,D:\ieee-final-dep\datasets\raw\dvlog\135\135_acoustic.npy,
136_audio,136,D:\ieee-final-dep\datasets\raw\dvlog\136\136_acoustic.npy,
137_audio,137,D:\ieee-final-dep\datasets\raw\dvlog\137\137_acoustic.npy,
138_audio,138,D:\ieee-final-dep\datasets\raw\dvlog\138\138_acoustic.npy,
139_audio,139,D:\ieee-final-dep\datasets\raw\dvlog\139\139_acoustic.npy,
14_audio,14,D:\ieee-final-dep\datasets\raw\dvlog\14\14_acoustic.npy,
140_audio,140,D:\ieee-final-dep\datasets\raw\dvlog\140\140_acoustic.npy,
141_audio,141,D:\ieee-final-dep\datasets\raw\dvlog\141\141_acoustic.npy,
142_audio,142,D:\ieee-final-dep\datasets\raw\dvlog\142\142_acoustic.npy,
143_audio,143,D:\ieee-final-dep\datasets\raw\dvlog\143\143_acoustic.npy,
144_audio,144,D:\ieee-final-dep\datasets\raw\dvlog\144\144_acoustic.npy,
145_audio,145,D:\ieee-final-dep\datasets\raw\dvlog\145\145_acoustic.npy,
146_audio,146,D:\ieee-final-dep\datasets\raw\dvlog\146\146_acoustic.npy,
147_audio,147,D:\ieee-final-dep\datasets\raw\dvlog\147\147_acoustic.npy,
148_audio,148,D:\ieee-final-dep\datasets\raw\dvlog\148\148_acoustic.npy,
149_audio,149,D:\ieee-final-dep\datasets\raw\dvlog\149\149_acoustic.npy,
15_audio,15,D:\ieee-final-dep\datasets\raw\dvlog\15\15_acoustic.npy,
150_audio,150,D:\ieee-final-dep\datasets\raw\dvlog\150\150_acoustic.npy,
151_audio,151,D:\ieee-final-dep\datasets\raw\dvlog\151\151_acoustic.npy,
152_audio,152,D:\ieee-final-dep\datasets\raw\dvlog\152\152_acoustic.npy,
153_audio,153,D:\ieee-final-dep\datasets\raw\dvlog\153\153_acoustic.npy,
154_audio,154,D:\ieee-final-dep\datasets\raw\dvlog\154\154_acoustic.npy,
155_audio,155,D:\ieee-final-dep\datasets\raw\dvlog\155\155_acoustic.npy,
156_audio,156,D:\ieee-final-dep\datasets\raw\dvlog\156\156_acoustic.npy,
157_audio,157,D:\ieee-final-dep\datasets\raw\dvlog\157\157_acoustic.npy,
158_audio,158,D:\ieee-final-dep\datasets\raw\dvlog\158\158_acoustic.npy,
159_audio,159,D:\ieee-final-dep\datasets\raw\dvlog\159\159_acoustic.npy,
16_audio,16,D:\ieee-final-dep\datasets\raw\dvlog\16\16_acoustic.npy,
160_audio,160,D:\ieee-final-dep\datasets\raw\dvlog\160\160_acoustic.npy,
161_audio,161,D:\ieee-final-dep\datasets\raw\dvlog\161\161_acoustic.npy,
162_audio,162,D:\ieee-final-dep\datasets\raw\dvlog\162\162_acoustic.npy,
163_audio,163,D:\ieee-final-dep\datasets\raw\dvlog\163\163_acoustic.npy,
164_audio,164,D:\ieee-final-dep\datasets\raw\dvlog\164\164_acoustic.npy,
165_audio,165,D:\ieee-final-dep\datasets\raw\dvlog\165\165_acoustic.npy,
166_audio,166,D:\ieee-final-dep\datasets\raw\dvlog\166\166_acoustic.npy,
167_audio,167,D:\ieee-final-dep\datasets\raw\dvlog\167\167_acoustic.npy,
168_audio,168,D:\ieee-final-dep\datasets\raw\dvlog\168\168_acoustic.npy,
169_audio,169,D:\ieee-final-dep\datasets\raw\dvlog\169\169_acoustic.npy,
17_audio,17,D:\ieee-final-dep\datasets\raw\dvlog\17\17_acoustic.npy,
